participant_private_id,perc_correct,perc_missed,perc_check,perc_typo
2069366,13.88888888888889,36.11111111111111,50,2.7777777777777777
2069394,0,8.333333333333332,91.66666666666666,8.333333333333332
2075957,16.666666666666664,0,83.33333333333334,5.555555555555555
2069386,11.11111111111111,0,88.88888888888889,0
2069537,30.555555555555557,2.7777777777777777,66.66666666666666,5.555555555555555
2075954,0,0,100,0
2069374,2.7777777777777777,0,97.22222222222221,5.555555555555555
2075949,19.444444444444446,0,80.55555555555556,5.555555555555555
2075962,47.22222222222222,5.555555555555555,47.22222222222222,2.7777777777777777
2069377,8.333333333333332,0,91.66666666666666,0
2075947,5.555555555555555,0,94.44444444444444,13.88888888888889
2075956,30.555555555555557,2.7777777777777777,66.66666666666666,0
2076004,11.11111111111111,11.11111111111111,77.77777777777779,13.88888888888889
2069383,36.11111111111111,13.88888888888889,50,8.333333333333332
2069363,13.88888888888889,5.555555555555555,80.55555555555556,5.555555555555555
2075945,8.333333333333332,0,91.66666666666666,2.7777777777777777
2069365,38.88888888888889,0,61.111111111111114,2.7777777777777777
2069522,30.555555555555557,5.555555555555555,63.888888888888886,0
2075946,22.22222222222222,0,77.77777777777779,8.333333333333332
2069372,38.88888888888889,0,61.111111111111114,2.7777777777777777
2069382,2.7777777777777777,2.7777777777777777,94.44444444444444,2.7777777777777777
2075952,44.44444444444444,0,55.55555555555556,0
2069364,2.7777777777777777,5.555555555555555,91.66666666666666,2.7777777777777777
2070024,41.66666666666667,27.77777777777778,30.555555555555557,0
2075950,30.555555555555557,2.7777777777777777,66.66666666666666,2.7777777777777777
2076070,47.22222222222222,8.333333333333332,44.44444444444444,0
2069370,30.555555555555557,0,69.44444444444444,0
2075953,25,2.7777777777777777,72.22222222222221,5.555555555555555
2069369,58.333333333333336,0,41.66666666666667,0
2069415,2.7777777777777777,38.88888888888889,58.333333333333336,0
2075961,25,38.88888888888889,36.11111111111111,0
2069368,36.11111111111111,0,63.888888888888886,5.555555555555555
2069399,11.11111111111111,0,88.88888888888889,5.555555555555555
2075939,13.88888888888889,0,86.11111111111111,2.7777777777777777
2069371,2.7777777777777777,2.7777777777777777,94.44444444444444,2.7777777777777777
2075941,2.7777777777777777,36.11111111111111,61.111111111111114,5.555555555555555
2075959,19.444444444444446,2.7777777777777777,77.77777777777779,5.555555555555555
2080727,58.333333333333336,0,41.66666666666667,5.555555555555555
2080856,0,0,100,2.7777777777777777
2080714,2.7777777777777777,0,97.22222222222221,8.333333333333332
2080749,27.77777777777778,0,72.22222222222221,2.7777777777777777
2080725,41.66666666666667,0,58.333333333333336,2.7777777777777777
2080915,5.555555555555555,2.7777777777777777,91.66666666666666,11.11111111111111
2080747,27.77777777777778,0,72.22222222222221,2.7777777777777777
2080736,0,0,100,2.7777777777777777
2080734,50,0,50,0
2080724,2.7777777777777777,5.555555555555555,91.66666666666666,16.666666666666664
2080728,13.88888888888889,2.7777777777777777,83.33333333333334,0
2080731,0,25,75,0
2080814,2.7777777777777777,8.333333333333332,88.88888888888889,5.555555555555555
2080717,11.11111111111111,11.11111111111111,77.77777777777779,8.333333333333332
2080912,0,2.7777777777777777,97.22222222222221,2.7777777777777777
2080722,25,0,75,2.7777777777777777
2080973,0,0,100,5.555555555555555
2080742,16.666666666666664,2.7777777777777777,80.55555555555556,5.555555555555555
2080715,66.66666666666666,0,33.33333333333333,13.88888888888889
2080726,22.22222222222222,0,77.77777777777779,5.555555555555555
2080721,30.555555555555557,0,69.44444444444444,0
2080741,8.333333333333332,0,91.66666666666666,16.666666666666664
2080738,19.444444444444446,2.7777777777777777,77.77777777777779,0
2080812,27.77777777777778,2.7777777777777777,69.44444444444444,0
2080718,8.333333333333332,0,91.66666666666666,2.7777777777777777
2080744,11.11111111111111,0,88.88888888888889,5.555555555555555
2080713,22.22222222222222,41.66666666666667,36.11111111111111,5.555555555555555
2080746,2.7777777777777777,8.333333333333332,88.88888888888889,11.11111111111111
2080739,72.22222222222221,5.555555555555555,22.22222222222222,2.7777777777777777
2080720,41.66666666666667,2.7777777777777777,55.55555555555556,5.555555555555555
2083633,0,0,100,0
2083650,2.7777777777777777,30.555555555555557,66.66666666666666,2.7777777777777777
2088793,2.7777777777777777,0,97.22222222222221,8.333333333333332
2113720,2.7777777777777777,13.88888888888889,83.33333333333334,11.11111111111111
2125189,30.555555555555557,0,69.44444444444444,2.7777777777777777
2125252,5.555555555555555,0,94.44444444444444,19.444444444444446
2128002,5.555555555555555,0,94.44444444444444,0
2128006,8.333333333333332,5.555555555555555,86.11111111111111,13.88888888888889
2138012,0,8.333333333333332,91.66666666666666,5.555555555555555
2155931,47.22222222222222,0,52.77777777777778,2.7777777777777777
2157058,38.88888888888889,0,61.111111111111114,0
2083627,44.44444444444444,0,55.55555555555556,2.7777777777777777
2088711,41.66666666666667,0,58.333333333333336,0
2104752,25,0,75,5.555555555555555
2104998,2.7777777777777777,2.7777777777777777,94.44444444444444,8.333333333333332
2113724,2.7777777777777777,0,97.22222222222221,19.444444444444446
2125191,22.22222222222222,2.7777777777777777,75,2.7777777777777777
2125234,8.333333333333332,0,91.66666666666666,0
2128003,11.11111111111111,0,88.88888888888889,8.333333333333332
2128004,41.66666666666667,13.88888888888889,44.44444444444444,2.7777777777777777
2131205,44.44444444444444,0,55.55555555555556,0
2138008,5.555555555555555,0,94.44444444444444,0
2155929,33.33333333333333,5.555555555555555,61.111111111111114,5.555555555555555
2083615,58.333333333333336,2.7777777777777777,38.88888888888889,0
2083678,19.444444444444446,0,80.55555555555556,5.555555555555555
2104772,16.666666666666664,11.11111111111111,72.22222222222221,2.7777777777777777
2104966,0,2.7777777777777777,97.22222222222221,0
2125215,2.7777777777777777,0,97.22222222222221,5.555555555555555
2127986,27.77777777777778,0,72.22222222222221,5.555555555555555
2128039,41.66666666666667,0,58.333333333333336,11.11111111111111
2131247,13.88888888888889,11.11111111111111,75,2.7777777777777777
2131306,25,5.555555555555555,69.44444444444444,2.7777777777777777
2155972,11.11111111111111,0,88.88888888888889,2.7777777777777777
