Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,cue,category_cue,target,eventno,pairtype,untested_element
1,1602317712366,10/10/2020 08:15:12,1602317710134,1,10/10/2020 09:15:10,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1602317752040,10/10/2020 08:15:52,1602317749879,1,10/10/2020 09:15:49,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,1,1,1,reex_inst1,advancementZone,continue_button,39325.8049999713,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
3,1602317765530,10/10/2020 08:16:05,1602317763375,1,10/10/2020 09:16:03,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,1,1,2,reex_inst2,advancementZone,continue_button,13487.06499999389,,,,,0,1,0,,,,,,reexfirst_instructions,,,,,,,
4,1602317766015,10/10/2020 08:16:06,1602317763869,1,10/10/2020 09:16:03,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,1,1,3,iti,Zone1,timelimit_screen,499.8580000000002,,,,,0,1,0,,,1,,,reexfirst_instructions,,,,,,,
5,1602317766595,10/10/2020 08:16:06,1602317764411,1,10/10/2020 09:16:04,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,2,1,1,fixation,fixation,fixation,550.211000000003,,,,,0,1,0,,,,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
6,1602317776556,10/10/2020 08:16:16,1602317774399,1,10/10/2020 09:16:14,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,2,1,2,reex_stimuli,Zone3,timelimit_screen,9983.379,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
7,1602317777060,10/10/2020 08:16:17,1602317774895,1,10/10/2020 09:16:14,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,2,1,3,iti,Zone1,timelimit_screen,500.04099999999744,,,,,0,1,0,,,1,,,reexposure_trial,,map,ANIMAL,meerkat,55,OA,L
8,1602317777623,10/10/2020 08:16:17,1602317775446,1,10/10/2020 09:16:15,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,3,2,1,fixation,fixation,fixation,550.4130000000005,,,,,0,1,0,,,,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
9,1602317787586,10/10/2020 08:16:27,1602317785429,1,10/10/2020 09:16:25,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,3,2,2,reex_stimuli,Zone3,timelimit_screen,9983.485,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
10,1602317788079,10/10/2020 08:16:28,1602317785929,1,10/10/2020 09:16:25,20655,19,task-cj8m,,7156486,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Retrieval/Reexposure,27,15,attention-pass,attention-pass,15_reex_ret,15_reex_ret,3,2,3,iti,Zone1,timelimit_screen,499.9429999999993,,,,,0,1,0,,,1,,,reexposure_trial,,shark,LOCATION,campsite,56,AL,O
