Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Randomise questionnaire elements?,Question Key,Response
6,1602403876815,11/10/2020 08:11:16,1602403876457,-7,11/10/2020 01:11:16,20655,20,questionnaire-clby,,7166446,BLIND,2083614,,complete,,5f82bdefe9570f3dc925b147,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1440x900,1055x694,,Background session 1,2,13,attention-pass,attention-pass,No,response-2-year,1993
7,1602403876815,11/10/2020 08:11:16,1602403876457,-7,11/10/2020 01:11:16,20655,20,questionnaire-clby,,7166446,BLIND,2083614,,complete,,5f82bdefe9570f3dc925b147,computer,Desktop or Laptop,Mac OS 10.11,Firefox 78.0,1440x900,1055x694,,Background session 1,2,13,attention-pass,attention-pass,No,END QUESTIONNAIRE,9140
1,1602403878670,11/10/2020 08:11:18,1602403878486,1,11/10/2020 09:11:18,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403888117,11/10/2020 08:11:28,1602403887985,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,gender,Female
3,1602403888227,11/10/2020 08:11:28,1602403887988,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,gender-quantised,2
4,1602403888227,11/10/2020 08:11:28,1602403887988,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,gender-text,
5,1602403888227,11/10/2020 08:11:28,1602403887990,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,response-2-month,05
6,1602403888227,11/10/2020 08:11:28,1602403887990,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,response-2-year,1985
7,1602403888227,11/10/2020 08:11:28,1602403887990,1,11/10/2020 09:11:27,20655,20,questionnaire-clby,,7166451,BLIND,2083609,,complete,,5f82bde5713f933e3bc02b7c,computer,Desktop or Laptop,Chromium OS 13310.93.0,Chrome 85.0.4183.133,1366x768,1366x649,,Background session 1,2,14,attention-pass,attention-pass,No,END QUESTIONNAIRE,9505
1,1602403882500,11/10/2020 08:11:22,1602403882413,1,11/10/2020 09:11:22,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403895286,11/10/2020 08:11:35,1602403895247,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,gender,Female
3,1602403895364,11/10/2020 08:11:35,1602403895251,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,gender-quantised,2
4,1602403895364,11/10/2020 08:11:35,1602403895253,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,gender-text,
5,1602403895364,11/10/2020 08:11:35,1602403895253,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,response-2-month,06
6,1602403895364,11/10/2020 08:11:35,1602403895253,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,response-2-year,1986
7,1602403895364,11/10/2020 08:11:35,1602403895253,1,11/10/2020 09:11:35,20655,20,questionnaire-clby,,7166454,BLIND,2083611,,complete,,5f82bde9480ebf0009a9d5a2,computer,Desktop or Laptop,Mac OS 10.14,Firefox 81.0,1440x900,1383x734,,Background session 1,2,18,attention-pass,attention-pass,No,END QUESTIONNAIRE,12840
1,1602403910224,11/10/2020 08:11:50,1602403909340,1,11/10/2020 09:11:49,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403922578,11/10/2020 08:12:02,1602403921665,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,gender,Male
3,1602403922656,11/10/2020 08:12:02,1602403921669,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,gender-quantised,1
4,1602403922656,11/10/2020 08:12:02,1602403921669,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,gender-text,
5,1602403922656,11/10/2020 08:12:02,1602403921670,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,response-2-month,10
6,1602403922656,11/10/2020 08:12:02,1602403921671,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,response-2-year,1988
7,1602403922656,11/10/2020 08:12:02,1602403921671,1,11/10/2020 09:12:01,20655,20,questionnaire-clby,,7166459,BLIND,2083605,,complete,,5f82bdcc22d3c73ea694fd21,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1280x1024,1280x913,,Background session 1,2,4,attention-pass,attention-pass,No,END QUESTIONNAIRE,12331
1,1602403911935,11/10/2020 08:11:51,1602403911784,1,11/10/2020 09:11:51,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403923031,11/10/2020 08:12:03,1602403922964,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,gender,Female
3,1602403923141,11/10/2020 08:12:03,1602403922965,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,gender-quantised,2
4,1602403923141,11/10/2020 08:12:03,1602403922965,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,gender-text,
5,1602403923141,11/10/2020 08:12:03,1602403922965,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,response-2-month,10
6,1602403923141,11/10/2020 08:12:03,1602403922965,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,response-2-year,1998
7,1602403923141,11/10/2020 08:12:03,1602403922965,1,11/10/2020 09:12:02,20655,20,questionnaire-clby,,7166460,BLIND,2083617,,complete,,5f82bdbe4c64993ddab3fcab,computer,Desktop or Laptop,Mac OS 10.15.4,Chrome 85.0.4183.121,1440x900,1440x742,,Background session 1,2,16,attention-pass,attention-pass,No,END QUESTIONNAIRE,11182
1,1602403920187,11/10/2020 08:12:00,1602403918430,-4,11/10/2020 04:11:58,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403932406,11/10/2020 08:12:12,1602403930711,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,gender,Female
3,1602403932594,11/10/2020 08:12:12,1602403930713,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,gender-quantised,2
4,1602403932594,11/10/2020 08:12:12,1602403930713,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,gender-text,
5,1602403932594,11/10/2020 08:12:12,1602403930713,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,response-2-month,06
6,1602403932594,11/10/2020 08:12:12,1602403930713,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,response-2-year,1990
7,1602403932594,11/10/2020 08:12:12,1602403930713,-4,11/10/2020 04:12:10,20655,20,questionnaire-clby,,7166463,BLIND,2083615,,complete,,5f82bdc6c2f2443e7dc8c321,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x754,,Background session 1,2,3,attention-pass,attention-pass,No,END QUESTIONNAIRE,12284
1,1602403939446,11/10/2020 08:12:19,1602403939308,-7,11/10/2020 01:12:19,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403947966,11/10/2020 08:12:27,1602403947885,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,gender,Male
3,1602403948153,11/10/2020 08:12:28,1602403947887,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,gender-quantised,1
4,1602403948153,11/10/2020 08:12:28,1602403947887,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,gender-text,
5,1602403948153,11/10/2020 08:12:28,1602403947887,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,response-2-month,08
6,1602403948153,11/10/2020 08:12:28,1602403947887,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,response-2-year,1992
7,1602403948153,11/10/2020 08:12:28,1602403947888,-7,11/10/2020 01:12:27,20655,20,questionnaire-clby,,7166471,BLIND,2083612,,complete,,5f82bdeb6717763ed84fa8de,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 85.0.4183.121,1440x900,1440x798,,Background session 1,2,4,attention-pass,attention-pass,No,END QUESTIONNAIRE,8580
1,1602403957623,11/10/2020 08:12:37,1602403957031,-5,11/10/2020 03:12:37,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602403978080,11/10/2020 08:12:58,1602403977144,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,gender,Female
3,1602403978283,11/10/2020 08:12:58,1602403977146,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,gender-quantised,2
4,1602403978283,11/10/2020 08:12:58,1602403977147,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,gender-text,
5,1602403978283,11/10/2020 08:12:58,1602403977147,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,response-2-month,05
6,1602403978283,11/10/2020 08:12:58,1602403977147,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,response-2-year,2002
7,1602403978283,11/10/2020 08:12:58,1602403977148,-5,11/10/2020 03:12:57,20655,20,questionnaire-clby,,7166477,BLIND,2083616,,complete,,5f82bdf0780ca23e2e8fa915,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1536x864,1536x722,,Background session 1,2,6,attention-pass,attention-pass,No,END QUESTIONNAIRE,20117
