Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Randomise questionnaire elements?,Question Key,Response
5,1.60E+12,08/10/2020 08:25,1.60E+12,1,08/10/2020 09:25,20655,18,questionnaire-kzn1,,7120671,BLIND,2069364,,complete,,5f7ec718ac1d2d1a797f464a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1140x647,,End Survey - Session 1,6,11,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:25,1.60E+12,1,08/10/2020 09:25,20655,18,questionnaire-kzn1,,7120671,BLIND,2069364,,complete,,5f7ec718ac1d2d1a797f464a,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1140x647,,End Survey - Session 1,6,11,attention-pass,attention-pass,No,END QUESTIONNAIRE,42342
1,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120686,BLIND,2069367,,complete,,5f7ec725cd630519b3c08ed7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1362x927,,End Survey - Session 1,6,15,attention-pass,attention-pass,No,END QUESTIONNAIRE,25019
1,1.60E+12,08/10/2020 08:26,1.60E+12,1,08/10/2020 09:26,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120691,BLIND,2069368,,complete,,5f7ec71f7464561a88ccb6e7,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1366x768,1366x625,,End Survey - Session 1,6,17,attention-pass,attention-pass,No,END QUESTIONNAIRE,40606
1,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120697,BLIND,2069370,,complete,,5f7ec7233d0b2719f74bf622,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.102,1366x768,1366x625,,End Survey - Session 1,6,14,attention-pass,attention-pass,No,END QUESTIONNAIRE,60144
1,1.60E+12,08/10/2020 08:27,1.60E+12,11,08/10/2020 19:27,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:28,1.60E+12,11,08/10/2020 19:28,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:28,1.60E+12,11,08/10/2020 19:28,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:28,1.60E+12,11,08/10/2020 19:28,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:28,1.60E+12,11,08/10/2020 19:28,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:28,1.60E+12,11,08/10/2020 19:28,20655,18,questionnaire-kzn1,,7120703,BLIND,2069385,,complete,,5f7ec72b1dd1c41a736e0d9d,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,13,attention-pass,attention-pass,No,END QUESTIONNAIRE,59588
1,1.60E+12,08/10/2020 08:27,1.60E+12,1,08/10/2020 09:27,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120708,BLIND,2069373,,complete,,5f7ec72f611d251a560f623f,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 85.0.4183.121,1366x768,1366x688,,End Survey - Session 1,6,3,attention-pass,attention-pass,No,END QUESTIONNAIRE,33695
1,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120715,BLIND,2069365,,complete,,5f7ec71f6451bc19910ec752,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1536x864,1536x750,,End Survey - Session 1,6,9,attention-pass,attention-pass,No,END QUESTIONNAIRE,53689
1,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120716,BLIND,2069383,,complete,,5f7ec727df81671a60285774,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1504x1003,1504x860,,End Survey - Session 1,6,8,attention-pass,attention-pass,No,END QUESTIONNAIRE,45024
1,1.60E+12,08/10/2020 08:28,1.60E+12,1,08/10/2020 09:28,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:29,1.60E+12,1,08/10/2020 09:29,20655,18,questionnaire-kzn1,,7120718,BLIND,2069374,,complete,,5f7ec72cd475b81a98ba52e0,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4214.2,1366x768,1366x669,,End Survey - Session 1,6,5,attention-pass,attention-pass,No,END QUESTIONNAIRE,39973
1,1.60E+12,08/10/2020 08:29,1.60E+12,11,08/10/2020 19:29,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:34,1.60E+12,11,08/10/2020 19:34,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:34,1.60E+12,11,08/10/2020 19:34,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:34,1.60E+12,11,08/10/2020 19:34,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:34,1.60E+12,11,08/10/2020 19:34,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:34,1.60E+12,11,08/10/2020 19:34,20655,18,questionnaire-kzn1,,7120734,BLIND,2069369,,complete,,5f7ec7142047da1a289559cd,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x937,,End Survey - Session 1,6,16,attention-pass,attention-pass,No,END QUESTIONNAIRE,274281
1,1.60E+12,08/10/2020 08:29,1.60E+12,10,08/10/2020 18:29,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:31,1.60E+12,10,08/10/2020 18:30,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:31,1.60E+12,10,08/10/2020 18:30,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:31,1.60E+12,10,08/10/2020 18:30,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,strategy-aid,
5,1.60E+12,08/10/2020 08:31,1.60E+12,10,08/10/2020 18:30,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,strategy-misc,
6,1.60E+12,08/10/2020 08:31,1.60E+12,10,08/10/2020 18:30,20655,18,questionnaire-kzn1,,7120735,BLIND,2069366,,complete,,5f7ec72359422b1a44aef684,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1920x1080,1920x969,,End Survey - Session 1,6,1,attention-pass,attention-pass,No,END QUESTIONNAIRE,69381
1,1.60E+12,08/10/2020 08:30,1.60E+12,1,08/10/2020 09:30,20655,18,questionnaire-kzn1,,7120745,BLIND,2069381,,complete,,5f7ec72be42c9b1a9eb0f2f8,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1366x768,1366x654,,End Survey - Session 1,6,12,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1.60E+12,08/10/2020 08:31,1.60E+12,1,08/10/2020 09:31,20655,18,questionnaire-kzn1,,7120745,BLIND,2069381,,complete,,5f7ec72be42c9b1a9eb0f2f8,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1366x768,1366x654,,End Survey - Session 1,6,12,attention-pass,attention-pass,No,strategy-describe,
3,1.60E+12,08/10/2020 08:31,1.60E+12,1,08/10/2020 09:31,20655,18,questionnaire-kzn1,,7120745,BLIND,2069381,,complete,,5f7ec72be42c9b1a9eb0f2f8,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1366x768,1366x654,,End Survey - Session 1,6,12,attention-pass,attention-pass,No,strategy-people,
4,1.60E+12,08/10/2020 08:31,1.60E+12,1,08/10/2020 09:31,20655,18,questionnaire-kzn1,,7120745,BLIND,2069381,,complete,,5f7ec72be42c9b1a9eb0f2f8,computer,Desktop or Laptop,Windows 10,Firefox 81.0,1366x768,1366x654,,End Survey - Session 1,6,12,attention-pass,attention-pass,No,strategy-aid,
