Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Randomise questionnaire elements?,Question Key,Response
1,1602316960401,10/10/2020 08:02:40,1602316958183,1,10/10/2020 09:02:38,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602317009553,10/10/2020 08:03:29,1602317007394,1,10/10/2020 09:03:27,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,gender,Male
3,1602317009647,10/10/2020 08:03:29,1602317007397,1,10/10/2020 09:03:27,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,gender-quantised,1
4,1602317009647,10/10/2020 08:03:29,1602317007397,1,10/10/2020 09:03:27,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,gender-text,
5,1602317009647,10/10/2020 08:03:29,1602317007397,1,10/10/2020 09:03:27,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,response-2-inmonths,279
6,1602317009647,10/10/2020 08:03:29,1602317007397,1,10/10/2020 09:03:27,20655,19,questionnaire-clby,,7156368,BLIND,2080713,,complete,,5f816a82ff525821c80640b9,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,2560x1440,2560x1339,,Background session 1,1,15,attention-pass,attention-pass,No,END QUESTIONNAIRE,49214
1,1602316962076,10/10/2020 08:02:42,1602317011922,1,10/10/2020 09:03:31,20655,19,questionnaire-clby,,7156369,BLIND,2080715,,complete,,5f816a81af4c57211d293471,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.125,1280x800,1206x596,,Background session 1,1,11,attention-pass,attention-pass,No,BEGIN QUESTIONNAIRE,
2,1602316973939,10/10/2020 08:02:53,1602317023841,1,10/10/2020 09:03:43,20655,19,questionnaire-clby,,7156369,BLIND,2080715,,complete,,5f816a81af4c57211d293471,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.125,1280x800,1206x596,,Background session 1,1,11,attention-pass,attention-pass,No,gender,Female
3,1602316974034,10/10/2020 08:02:54,1602317023843,1,10/10/2020 09:03:43,20655,19,questionnaire-clby,,7156369,BLIND,2080715,,complete,,5f816a81af4c57211d293471,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.125,1280x800,1206x596,,Background session 1,1,11,attention-pass,attention-pass,No,gender-quantised,2
4,1602316974034,10/10/2020 08:02:54,1602317023843,1,10/10/2020 09:03:43,20655,19,questionnaire-clby,,7156369,BLIND,2080715,,complete,,5f816a81af4c57211d293471,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.125,1280x800,1206x596,,Background session 1,1,11,attention-pass,attention-pass,No,gender-text,
