ID,exc_reason
2080721,s2_no_return
2083601,s2_no_return
2083616,s2_no_return
2104762,s2_no_return
2104820,s2_no_return
2113689,s2_no_return
2113693,s2_no_return
2113697,s2_no_return
2080722,s2_no_invite
2155928,s2_no_return
2155936,s2_no_return
2155933,s2_no_return
